visit_year,visit_week,max_visitors,min_visitors,avg_visitors,count_visitors,sum_reserve_visitors,avg_reserve_visitors,count_reserve_visitors,number_of_holiday_days_visit,area_id,genre_id,number_of_restaurants_in_area,weekend_visitors,sum_diff_days_between_reserve_visit_category,min_diff_days_between_reserve_visit_category,sum_visitors
2016,1,46,46,46,1,0,0,0,2,7,13,32,46,5,5,46
2016,1,33,31,32,2,0,0,0,2,9,6,444,64,5,5,64
2016,1,12,3,7,2,0,0,0,2,9,7,444,15,5,5,15
2016,1,14,14,14,1,0,0,0,2,8,13,127,14,5,5,14
2016,1,43,34,38,2,0,0,0,2,9,6,444,77,5,5,77
2016,1,8,8,8,2,0,0,0,2,9,14,444,16,5,5,16
2016,1,6,6,6,1,0,0,0,2,5,13,18,6,5,5,6
2016,1,50,32,41,2,0,0,0,2,7,13,32,82,5,5,82
2016,1,9,9,9,1,0,0,0,2,9,4,444,9,5,5,9
2016,1,2,1,1,2,0,0,0,2,9,6,444,3,5,5,3
2016,1,4,4,4,1,0,0,0,2,9,6,444,4,5,5,4
2016,1,27,5,16,2,0,0,0,2,6,4,46,32,5,5,32
2016,1,17,17,17,1,0,0,0,2,4,4,74,17,5,5,17
2016,1,24,24,24,1,0,0,0,2,9,13,444,24,5,5,24
2016,1,7,7,7,1,0,0,0,2,9,8,444,7,5,5,7
2016,1,2,2,2,1,0,0,0,2,9,9,444,2,5,5,2
2016,1,10,10,10,1,0,0,0,2,9,14,444,10,5,5,10
2016,1,18,17,17,2,0,0,0,2,8,9,127,35,5,5,35
2016,1,39,27,33,2,0,0,0,2,3,13,17,66,5,5,66
2016,1,29,21,25,2,0,0,0,2,8,13,127,50,5,5,50
2016,1,22,22,22,1,0,0,0,2,9,4,444,22,5,5,22
2016,1,56,43,49,2,0,0,0,2,8,13,127,99,5,5,99
2016,1,35,35,35,1,0,0,0,2,6,10,46,35,5,5,35
2016,1,7,2,4,2,2,2,1,2,6,7,46,9,1,1,9
2016,1,10,8,9,2,0,0,0,2,7,6,32,18,5,5,18
2016,1,8,8,8,1,0,0,0,2,1,4,57,8,5,5,8
2016,1,16,16,16,1,0,0,0,2,8,9,127,16,5,5,16
2016,1,64,64,64,2,0,0,0,2,8,13,127,128,5,5,128
2016,1,21,16,18,2,0,0,0,2,9,4,444,37,5,5,37
2016,1,20,20,20,1,0,0,0,2,1,13,57,20,5,5,20
2016,1,30,30,30,1,0,0,0,2,7,5,32,30,5,5,30
2016,1,42,41,41,2,0,0,0,2,9,1,444,83,5,5,83
2016,1,24,24,24,1,0,0,0,2,8,7,127,24,5,5,24
2016,1,3,3,3,1,0,0,0,2,8,4,127,3,5,5,3
2016,1,102,85,93,2,0,0,0,2,9,4,444,187,5,5,187
2016,1,32,32,32,1,0,0,0,2,8,13,127,32,5,5,32
2016,1,23,23,23,1,0,0,0,2,8,4,127,23,5,5,23
2016,1,96,96,96,4,11,2,4,2,5,2,18,384,1,1,384
2016,1,12,9,10,2,0,0,0,2,8,4,127,21,5,5,21
2016,1,15,4,9,2,0,0,0,2,9,2,444,19,5,5,19
2016,1,37,21,29,2,0,0,0,2,8,9,127,58,5,5,58
2016,1,37,37,37,1,0,0,0,2,4,9,74,37,5,5,37
2016,1,4,4,4,1,0,0,0,2,9,6,444,4,5,5,4
2016,1,42,41,41,2,0,0,0,2,4,6,74,83,5,5,83
2016,2,54,8,39,7,0,0,0,1,6,13,46,550,5,5,275
2016,2,57,20,43,6,0,0,0,1,8,4,127,518,5,5,259
2016,2,35,5,20,6,0,0,0,1,1,4,57,242,5,5,121
2016,2,43,5,17,6,0,0,0,1,8,7,127,204,5,5,102
2016,2,49,22,33,5,0,0,0,1,9,7,444,334,5,5,167
2016,2,19,5,10,9,20,2,7,1,9,2,444,188,1,1,94
2016,2,32,1,21,7,0,0,0,1,9,1,444,304,5,5,152
2016,2,48,12,25,5,0,0,0,1,9,9,444,258,5,5,129
2016,2,39,14,27,3,0,0,0,1,9,9,444,164,5,5,82
2016,2,35,10,25,5,5,5,1,1,9,10,444,250,1,1,125
2016,2,33,12,23,5,0,0,0,1,5,2,18,232,5,5,116
2016,2,11,2,5,6,0,0,0,1,9,2,444,60,5,5,30
2016,2,42,12,25,6,0,0,0,1,9,13,444,308,5,5,154
2016,2,44,5,20,7,0,0,0,1,9,4,444,292,5,5,146
2016,2,18,7,11,4,0,0,0,1,9,2,444,94,5,5,47
2016,2,18,4,11,6,0,0,0,1,9,6,444,132,5,5,66
2016,2,61,8,27,9,46,7,6,1,8,13,127,494,1,1,247
2016,2,25,18,23,5,0,0,0,1,9,7,444,230,5,5,115
2016,2,20,11,14,6,0,0,0,1,9,13,444,170,5,5,85
2016,2,29,14,19,5,0,0,0,1,8,6,127,196,5,5,98
2016,2,68,13,44,6,0,0,0,1,9,2,444,528,5,5,264
2016,2,48,3,21,7,0,0,0,1,8,2,127,298,5,5,149
2016,2,17,6,11,5,0,0,0,1,9,6,444,110,5,5,55
2016,2,17,5,10,7,27,4,6,1,9,13,444,146,1,1,73
2016,2,22,4,12,6,0,0,0,1,9,9,444,144,5,5,72
2016,2,19,1,9,6,0,0,0,1,3,13,17,110,5,5,55
2016,2,42,13,24,6,0,0,0,1,1,2,57,298,5,5,149
2016,2,19,7,14,5,0,0,0,1,4,14,74,146,5,5,73
2016,2,43,30,37,5,0,0,0,1,8,4,127,372,5,5,186
2016,2,61,18,36,5,0,0,0,1,5,4,18,364,5,5,182
2016,2,46,19,29,6,0,0,0,1,4,4,74,358,5,5,179
2016,2,26,4,12,3,0,0,0,1,8,2,127,72,5,5,36
2016,2,22,5,12,5,0,0,0,1,9,13,444,126,5,5,63
2016,2,19,13,17,6,0,0,0,1,9,6,444,206,5,5,103
2016,2,16,3,9,5,0,0,0,1,5,4,18,94,5,5,47
2016,2,22,4,10,5,0,0,0,1,9,6,444,108,5,5,54
2016,2,64,31,46,7,0,0,0,1,8,4,127,650,5,5,325
2016,2,12,1,4,6,0,0,0,1,9,13,444,58,5,5,29
2016,2,31,27,29,2,0,0,0,1,9,2,444,116,5,5,58
2016,2,44,19,34,24,70,2,24,1,9,10,444,1640,2,1,820
2016,2,52,28,39,5,0,0,0,1,9,7,444,394,5,5,197
2016,2,8,1,3,7,0,0,0,1,4,6,74,46,5,5,23
2016,2,71,26,45,6,12,6,2,1,7,13,32,542,1,1,271
2016,2,26,1,14,7,0,0,0,1,4,9,74,198,5,5,99
2016,2,71,4,37,13,63,6,10,1,6,9,46,964,2,1,482
2016,2,16,2,10,7,6,2,3,1,4,9,74,140,1,1,70
2016,2,27,7,12,5,0,0,0,1,1,2,57,126,5,5,63
2016,2,35,19,25,6,0,0,0,1,9,13,444,308,5,5,154
2016,2,28,2,14,7,0,0,0,1,8,9,127,200,5,5,100
2016,2,18,1,9,4,0,0,0,1,9,9,444,72,5,5,36
2016,2,65,8,30,4,0,0,0,1,1,7,57,244,5,5,122
2016,2,91,4,42,5,0,0,0,1,4,2,74,422,5,5,211
2016,2,71,23,43,6,0,0,0,1,9,13,444,522,5,5,261
2016,2,8,3,5,6,0,0,0,1,8,4,127,66,5,5,33
2016,2,8,3,5,3,0,0,0,1,9,13,444,34,5,5,17
2016,2,14,7,10,6,0,0,0,1,9,13,444,124,5,5,62
2016,2,32,2,24,13,29,2,13,1,9,1,444,628,1,1,314
2016,2,24,8,16,5,0,0,0,1,9,7,444,164,5,5,82
2016,2,54,15,37,5,0,0,0,1,9,4,444,372,5,5,186
2016,2,31,15,21,4,0,0,0,1,8,13,127,170,5,5,85
2016,2,26,19,22,3,0,0,0,1,6,13,46,134,5,5,67
2016,2,51,15,33,5,0,0,0,1,9,2,444,336,5,5,168
2016,2,16,4,9,6,0,0,0,1,1,9,57,118,5,5,59
2016,2,9,4,5,6,0,0,0,1,8,4,127,68,5,5,34
2016,2,17,1,7,6,0,0,0,1,9,2,444,86,5,5,43
2016,2,18,8,13,4,0,0,0,1,8,4,127,104,5,5,52
2016,2,70,2,22,7,0,0,0,1,2,13,14,316,5,5,158
2016,2,25,11,18,5,0,0,0,1,1,13,57,180,5,5,90
2016,2,76,33,54,5,0,0,0,1,9,13,444,540,5,5,270
2016,2,56,7,27,5,0,0,0,1,9,13,444,274,5,5,137
2016,2,19,6,13,6,0,0,0,1,4,2,74,162,5,5,81
2016,2,34,7,15,5,0,0,0,1,9,9,444,156,5,5,78
2016,2,11,4,7,6,0,0,0,1,9,6,444,92,5,5,46
2016,2,18,7,13,6,0,0,0,1,1,2,57,160,5,5,80
2016,2,30,16,20,6,0,0,0,1,1,13,57,250,5,5,125
2016,2,25,2,11,5,0,0,0,1,9,2,444,110,5,5,55
2016,2,28,5,13,6,0,0,0,1,9,2,444,158,5,5,79
2016,2,16,2,9,5,0,0,0,1,3,7,17,90,5,5,45
2016,2,49,17,33,7,0,0,0,1,8,4,127,470,5,5,235
2016,2,33,31,32,4,0,0,0,1,9,4,444,256,5,5,128
2016,2,52,9,21,7,0,0,0,1,6,10,46,302,5,5,151
2016,2,17,6,10,5,0,0,0,1,9,6,444,102,5,5,51
2016,2,14,4,9,4,0,0,0,1,8,13,127,76,5,5,38
2016,2,56,7,25,6,0,0,0,1,9,9,444,304,5,5,152
2016,2,132,4,47,4,0,0,0,1,6,6,46,376,5,5,188
2016,2,26,11,18,5,0,0,0,1,9,4,444,184,5,5,92
2016,2,26,9,15,5,0,0,0,1,3,7,17,158,5,5,79
2016,2,28,16,22,2,0,0,0,1,9,13,444,88,5,5,44
2016,2,13,6,8,7,0,0,0,1,1,9,57,122,5,5,61
2016,2,47,20,30,4,0,0,0,1,9,4,444,246,5,5,123
2016,2,55,31,40,6,0,0,0,1,3,13,17,488,5,5,244
2016,2,84,12,24,7,0,0,0,1,9,6,444,348,5,5,174
2016,2,30,12,18,7,0,0,0,1,9,6,444,254,5,5,127
2016,2,25,19,22,2,0,0,0,1,9,9,444,88,5,5,44
2016,2,79,31,65,6,0,0,0,1,9,2,444,780,5,5,390
2016,2,29,25,27,2,0,0,0,1,9,4,444,108,5,5,54
2016,2,26,3,13,5,0,0,0,1,9,13,444,134,5,5,67
2016,2,24,2,16,10,32,4,8,1,9,13,444,334,2,1,167
2016,2,13,3,8,7,0,0,0,1,8,2,127,116,5,5,58
2016,2,32,15,23,6,0,0,0,1,7,7,32,282,5,5,141
2016,2,24,6,13,5,0,0,0,1,5,14,18,138,5,5,69
2016,2,39,13,26,7,0,0,0,1,1,13,57,368,5,5,184
2016,2,14,7,10,3,0,0,0,1,9,14,444,62,5,5,31
2016,2,49,30,40,6,0,0,0,1,9,13,444,482,5,5,241
2016,2,63,17,34,6,0,0,0,1,9,13,444,412,5,5,206
2016,2,38,5,17,9,20,4,5,1,7,5,32,308,1,1,154
2016,2,24,2,12,6,0,0,0,1,4,9,74,148,5,5,74
2016,2,38,5,19,6,0,0,0,1,9,9,444,232,5,5,116
2016,2,75,6,38,6,0,0,0,1,9,1,444,460,5,5,230
2016,2,13,6,8,4,0,0,0,1,9,2,444,70,5,5,35
2016,2,12,1,6,6,0,0,0,1,4,6,74,76,5,5,38
2016,2,48,19,27,5,0,0,0,1,4,4,74,272,5,5,136
2016,2,39,22,29,5,0,0,0,1,9,13,444,294,5,5,147
2016,2,34,13,22,5,0,0,0,1,9,4,444,224,5,5,112
2016,2,12,2,6,5,0,0,0,1,5,4,18,66,5,5,33
2016,2,21,7,11,5,0,0,0,1,9,4,444,114,5,5,57
2016,2,24,8,19,11,20,3,6,1,1,10,57,432,2,1,216
2016,2,31,15,20,5,0,0,0,1,4,13,74,206,5,5,103
2016,2,16,6,10,6,0,0,0,1,8,6,127,122,5,5,61
2016,2,29,4,14,5,0,0,0,1,9,2,444,146,5,5,73
2016,2,25,18,21,5,0,0,0,1,9,7,444,216,5,5,108
2016,2,15,4,8,6,0,0,0,1,3,13,17,98,5,5,49
2016,2,60,9,31,7,0,0,0,1,7,13,32,438,5,5,219
2016,2,19,3,13,7,0,0,0,1,9,6,444,186,5,5,93
2016,2,22,7,14,5,0,0,0,1,4,2,74,142,5,5,71
2016,2,17,8,12,2,0,0,0,1,9,7,444,50,5,5,25
2016,2,17,5,9,6,0,0,0,1,9,13,444,118,5,5,59
2016,2,40,2,28,5,0,0,0,1,4,14,74,280,5,5,140
2016,2,40,1,19,4,0,0,0,1,8,4,127,154,5,5,77
2016,2,31,3,11,5,0,0,0,1,8,13,127,118,5,5,59
2016,2,9,3,5,3,0,0,0,1,9,13,444,32,5,5,16
2016,2,47,18,28,6,0,0,0,1,9,6,444,346,5,5,173
2016,2,18,4,10,5,0,0,0,1,8,6,127,102,5,5,51
2016,2,17,5,10,4,0,0,0,1,9,4,444,80,5,5,40
2016,2,27,5,14,5,0,0,0,1,4,14,74,146,5,5,73
2016,2,62,22,32,6,0,0,0,1,9,4,444,394,5,5,197
2016,2,24,17,20,2,0,0,0,1,2,4,14,82,5,5,41
2016,2,18,7,13,5,0,0,0,1,9,13,444,134,5,5,67
2016,2,29,18,23,4,0,0,0,1,9,7,444,186,5,5,93
2016,2,47,24,33,6,0,0,0,1,8,2,127,402,5,5,201
2016,2,27,11,17,6,0,0,0,1,9,13,444,212,5,5,106
2016,2,11,2,6,5,0,0,0,1,9,8,444,62,5,5,31
2016,2,33,10,21,6,0,0,0,1,8,13,127,258,5,5,129
2016,2,38,9,20,7,0,0,0,1,9,14,444,292,5,5,146
2016,2,20,5,11,4,0,0,0,1,9,1,444,88,5,5,44
2016,2,91,7,58,4,0,0,0,1,5,13,18,466,5,5,233
2016,2,33,13,24,6,0,0,0,1,1,13,57,294,5,5,147
2016,2,17,3,8,5,0,0,0,1,4,4,74,86,5,5,43
2016,2,33,15,20,4,0,0,0,1,4,4,74,162,5,5,81
2016,2,26,8,17,5,0,0,0,1,9,13,444,176,5,5,88
2016,2,38,7,15,6,0,0,0,1,9,7,444,186,5,5,93
2016,2,35,6,21,7,0,0,0,1,9,4,444,298,5,5,149
2016,2,8,2,4,3,0,0,0,1,7,13,32,26,5,5,13
2016,2,33,13,21,5,0,0,0,1,8,14,127,210,5,5,105
2016,2,42,5,23,6,0,0,0,1,9,7,444,286,5,5,143
2016,2,10,5,7,7,0,0,0,1,9,4,444,100,5,5,50
2016,2,30,15,21,4,0,0,0,1,6,4,46,172,5,5,86
2016,2,20,10,17,4,0,0,0,1,9,13,444,136,5,5,68
2016,2,35,8,19,7,0,0,0,1,4,9,74,268,5,5,134
2016,2,49,26,39,5,0,0,0,1,1,5,57,392,5,5,196
2016,2,44,16,28,7,0,0,0,1,8,9,127,404,5,5,202
2016,2,21,2,8,7,0,0,0,1,9,9,444,120,5,5,60
2016,2,9,1,3,5,0,0,0,1,9,6,444,36,5,5,18
2016,2,32,4,16,7,0,0,0,1,7,13,32,224,5,5,112
2016,2,29,4,18,6,0,0,0,1,8,8,127,216,5,5,108
2016,2,15,5,8,6,0,0,0,1,9,14,444,102,5,5,51
2016,2,12,4,9,7,0,0,0,1,9,6,444,130,5,5,65
2016,2,19,4,7,5,0,0,0,1,9,7,444,74,5,5,37
2016,2,21,1,12,4,0,0,0,1,4,4,74,102,5,5,51
2016,2,31,12,19,6,0,0,0,1,9,4,444,234,5,5,117
2016,2,34,12,23,5,0,0,0,1,3,13,17,236,5,5,118
2016,2,24,11,14,7,0,0,0,1,6,4,46,202,5,5,101
2016,2,55,20,31,5,0,0,0,1,1,13,57,312,5,5,156
2016,2,49,9,29,5,0,0,0,1,9,13,444,294,5,5,147
2016,2,27,1,11,7,0,0,0,1,8,9,127,154,5,5,77
2016,2,31,15,22,5,0,0,0,1,9,4,444,228,5,5,114
2016,2,10,6,8,2,0,0,0,1,9,4,444,32,5,5,16
2016,2,9,9,9,3,0,0,0,1,6,4,46,54,5,5,27
2016,2,67,15,39,6,0,0,0,1,8,13,127,476,5,5,238
2016,2,18,11,15,6,0,0,0,1,4,4,74,184,5,5,92
2016,2,12,7,9,4,0,0,0,1,9,7,444,72,5,5,36
2016,2,51,21,31,4,0,0,0,1,9,4,444,252,5,5,126
2016,2,15,10,12,4,0,0,0,1,9,4,444,102,5,5,51
2016,2,26,7,16,5,0,0,0,1,4,5,74,164,5,5,82
2016,2,12,2,4,5,0,0,0,1,9,2,444,48,5,5,24
2016,2,49,2,23,7,0,0,0,1,9,13,444,330,5,5,165
2016,2,11,3,7,5,0,0,0,1,9,4,444,72,5,5,36
2016,2,39,5,17,3,0,0,0,1,9,8,444,104,5,5,52
2016,2,33,18,23,6,0,0,0,1,9,4,444,280,5,5,140
2016,2,51,13,24,6,0,0,0,1,1,8,57,292,5,5,146
2016,2,29,5,15,7,0,0,0,1,9,9,444,210,5,5,105
2016,2,83,35,53,5,0,0,0,1,5,4,18,538,5,5,269
2016,2,31,5,16,5,0,0,0,1,9,13,444,164,5,5,82
2016,2,19,11,15,2,0,0,0,1,9,6,444,60,5,5,30
2016,2,39,18,25,6,0,0,0,1,7,13,32,302,5,5,151
2016,2,10,1,4,6,0,0,0,1,9,14,444,52,5,5,26
2016,2,13,1,5,7,0,0,0,1,8,9,127,76,5,5,38
2016,2,13,3,7,4,0,0,0,1,4,2,74,58,5,5,29
2016,2,23,2,13,6,0,0,0,1,2,13,14,166,5,5,83
2016,2,57,6,27,7,0,0,0,1,3,13,17,384,5,5,192
2016,2,28,13,22,6,0,0,0,1,3,13,17,268,5,5,134
2016,2,20,12,17,5,0,0,0,1,5,4,18,172,5,5,86
2016,2,14,3,8,5,0,0,0,1,9,4,444,80,5,5,40
2016,2,9,1,6,7,0,0,0,1,8,4,127,92,5,5,46
2016,2,24,5,10,5,0,0,0,1,9,2,444,104,5,5,52
2016,2,32,15,20,7,0,0,0,1,8,13,127,282,5,5,141
2016,2,29,29,29,1,0,0,0,1,9,2,444,58,5,5,29
2016,2,20,5,10,7,0,0,0,1,9,13,444,140,5,5,70
2016,2,45,5,21,3,0,0,0,1,8,6,127,128,5,5,64
2016,2,23,5,12,6,0,0,0,1,9,4,444,154,5,5,77
2016,2,32,5,15,5,0,0,0,1,9,4,444,154,5,5,77
2016,2,23,23,23,1,0,0,0,1,9,4,444,46,5,5,23
2016,2,35,22,28,2,0,0,0,1,1,13,57,114,5,5,57
2016,2,18,3,10,6,0,0,0,1,8,2,127,130,5,5,65
2016,2,8,3,6,4,0,0,0,1,9,6,444,48,5,5,24
2016,2,50,6,25,6,0,0,0,1,8,13,127,300,5,5,150
2016,2,21,4,12,5,0,0,0,1,9,13,444,120,5,5,60
2016,2,25,3,9,5,0,0,0,1,2,7,14,96,5,5,48
2016,2,13,2,5,5,0,0,0,1,9,9,444,56,5,5,28
2016,2,19,7,13,6,0,0,0,1,9,13,444,166,5,5,83
2016,2,41,16,28,4,0,0,0,1,9,2,444,230,5,5,115
2016,2,15,2,9,7,20,3,6,1,2,7,14,130,1,1,65
2016,2,16,5,9,4,0,0,0,1,7,13,32,74,5,5,37
2016,2,43,27,34,7,0,0,0,1,6,10,46,486,5,5,243
2016,2,89,30,55,6,0,0,0,1,7,13,32,660,5,5,330
2016,2,6,1,3,6,0,0,0,1,9,6,444,46,5,5,23
2016,2,36,12,19,6,0,0,0,1,8,4,127,230,5,5,115
2016,2,60,16,29,7,61,12,5,1,8,13,127,408,1,1,204
2016,2,46,14,38,4,48,12,4,1,6,7,46,304,1,1,152
2016,2,26,9,17,5,0,0,0,1,7,6,32,172,5,5,86
2016,2,20,6,13,7,4,2,2,1,4,10,74,186,1,1,93
2016,2,33,2,16,6,0,0,0,1,9,13,444,202,5,5,101
2016,2,33,5,18,7,0,0,0,1,9,9,444,254,5,5,127
2016,2,27,5,14,7,0,0,0,1,1,4,57,204,5,5,102
2016,2,28,7,13,5,0,0,0,1,9,9,444,136,5,5,68
2016,2,33,11,20,5,0,0,0,1,8,9,127,200,5,5,100
2016,2,64,8,24,5,0,0,0,1,4,13,74,244,5,5,122
2016,2,60,18,37,7,0,0,0,1,9,6,444,520,5,5,260
2016,2,57,8,39,7,0,0,0,1,8,13,127,558,5,5,279
2016,2,44,6,21,6,0,0,0,1,9,4,444,260,5,5,130
2016,2,41,16,26,5,0,0,0,1,9,2,444,268,5,5,134
2016,2,43,7,31,6,0,0,0,1,9,9,444,378,5,5,189
2016,2,31,4,18,7,0,0,0,1,1,13,57,252,5,5,126
2016,2,66,33,43,5,0,0,0,1,9,4,444,430,5,5,215
2016,2,100,5,37,6,0,0,0,1,8,7,127,444,5,5,222
2016,2,29,4,18,8,15,5,3,1,7,5,32,298,1,1,149
2016,2,3,3,3,1,0,0,0,1,9,4,444,6,5,5,3
2016,2,39,14,27,6,0,0,0,1,7,7,32,326,5,5,163
2016,2,14,3,7,5,0,0,0,1,6,7,46,72,5,5,36
2016,2,55,7,25,6,0,0,0,1,3,9,17,302,5,5,151
2016,2,33,9,20,6,0,0,0,1,7,13,32,246,5,5,123
2016,2,61,20,45,3,0,0,0,1,9,1,444,270,5,5,135
2016,2,35,1,15,7,0,0,0,1,8,7,127,210,5,5,105
2016,2,16,2,10,6,0,0,0,1,8,4,127,122,5,5,61
2016,2,10,2,4,4,0,0,0,1,8,7,127,34,5,5,17
2016,2,48,18,33,7,10,5,2,1,4,9,74,474,1,1,237
2016,2,10,6,8,4,0,0,0,1,9,9,444,64,5,5,32
2016,2,29,7,16,4,0,0,0,1,9,6,444,128,5,5,64
2016,2,28,6,13,5,0,0,0,1,9,13,444,134,5,5,67
2016,2,99,30,61,7,0,0,0,1,9,4,444,864,5,5,432
2016,2,13,1,7,6,0,0,0,1,9,6,444,86,5,5,43
2016,2,23,6,13,3,0,0,0,1,4,4,74,78,5,5,39
2016,2,20,14,16,3,0,0,0,1,8,6,127,96,5,5,48
2016,2,60,8,29,6,0,0,0,1,8,13,127,352,5,5,176
2016,2,15,5,10,6,0,0,0,1,9,6,444,120,5,5,60
2016,2,25,13,20,3,0,0,0,1,9,9,444,124,5,5,62
2016,2,31,6,15,5,0,0,0,1,9,7,444,156,5,5,78
2016,2,16,8,11,4,0,0,0,1,9,13,444,94,5,5,47
2016,2,24,2,8,7,15,3,5,1,8,4,127,116,1,1,58
2016,2,16,1,10,3,0,0,0,1,9,4,444,62,5,5,31
2016,2,22,17,20,5,0,0,0,1,9,2,444,204,5,5,102
2016,2,27,11,18,6,0,0,0,1,8,14,127,224,5,5,112
2016,2,60,15,43,14,33,2,13,1,5,2,18,1206,2,1,603
2016,2,44,16,27,6,0,0,0,1,9,2,444,332,5,5,166
2016,2,47,25,34,6,0,0,0,1,8,4,127,414,5,5,207
2016,2,18,10,13,4,0,0,0,1,9,13,444,108,5,5,54
2016,2,50,19,31,7,2,2,1,1,9,13,444,440,1,1,220
2016,2,9,1,5,5,0,0,0,1,1,2,57,52,5,5,26
2016,2,30,2,19,4,0,0,0,1,9,2,444,158,5,5,79
2016,2,39,14,29,5,20,5,4,1,8,9,127,292,2,1,146
2016,2,39,15,25,6,0,0,0,1,1,4,57,308,5,5,154
2016,2,10,4,7,3,0,0,0,1,8,6,127,42,5,5,21
2016,2,25,6,13,6,0,0,0,1,9,14,444,164,5,5,82
2016,2,53,28,37,5,0,0,0,1,9,13,444,376,5,5,188
2016,2,41,19,34,5,0,0,0,1,9,4,444,344,5,5,172
2016,2,57,15,35,7,0,0,0,1,4,9,74,496,5,5,248
2016,2,41,25,31,5,0,0,0,1,9,13,444,316,5,5,158
2016,2,43,15,29,5,0,0,0,1,1,13,57,296,5,5,148
2016,2,53,24,38,5,0,0,0,1,9,13,444,380,5,5,190
2016,2,32,4,17,5,0,0,0,1,9,9,444,174,5,5,87
2016,2,84,41,59,3,0,0,0,1,4,4,74,354,5,5,177
2016,2,8,2,4,5,0,0,0,1,9,6,444,46,5,5,23
2016,2,41,7,21,5,0,0,0,1,4,6,74,214,5,5,107
2016,3,72,5,34,7,0,0,0,1,6,13,46,480,5,5,240
2016,3,50,32,37,6,0,0,0,1,8,4,127,454,5,5,227
2016,3,41,13,23,7,0,0,0,1,1,4,57,332,5,5,166
2016,3,58,8,29,6,0,0,0,1,8,7,127,352,5,5,176
2016,3,35,17,28,6,0,0,0,1,9,7,444,336,5,5,168
2016,3,17,5,13,10,34,3,10,1,9,2,444,274,1,1,137
2016,3,39,7,21,7,0,0,0,1,9,1,444,304,5,5,152
2016,3,53,4,29,7,0,0,0,1,9,9,444,418,5,5,209
2016,3,29,8,21,7,0,0,0,1,9,9,444,306,5,5,153
2016,3,32,2,17,5,2,2,1,1,9,10,444,178,1,1,89
2016,3,34,12,22,6,0,0,0,1,5,2,18,268,5,5,134
2016,3,16,4,10,4,0,0,0,1,9,2,444,82,5,5,41
2016,3,53,10,34,5,0,0,0,1,9,13,444,342,5,5,171
2016,3,68,2,27,7,0,0,0,1,9,4,444,386,5,5,193
2016,3,22,5,13,6,0,0,0,1,9,2,444,158,5,5,79
2016,3,31,4,15,7,0,0,0,1,9,6,444,210,5,5,105
2016,3,68,3,43,18,97,6,15,1,8,13,127,1580,1,1,790
2016,3,38,18,26,7,0,0,0,1,9,7,444,376,5,5,188
2016,3,13,6,8,5,0,0,0,1,9,13,444,86,5,5,43
